24977222 24677574 19967019 24957814 20283685 19775908 24994611 24368462 20046889 19970925 
26581037 21637073 21530203 26417666 26625667 21595092 21322817 21399722 26593704 21410427 
24065832 29520742 29498296 23895500 29611391 23834667 24062148 29413778 23773223 24290111 
29475131 29494130 36055647 29531668 29419389 29534241 29752130 29655111 29853352 34782779 
39171407 45310612 48275498 38504501 38708537 38718796 49460907 38932500 42379500 38911019 
68186573 58892128 58421537 58474128 58303092 58302684 58690129 59733167 58973684 58877424 
91958532 86806501 79765832 98676886 98251925 80361301 95543152 97773222 98093963 97820352 
142928627 131946660 140762515 143196627 140536314 143853874 143735278 134709446 143779136 129214666 
194588986 195917389 202563591 220040887 198613659 223794314 210435499 215604703 222662111 225673313 
